problem_id,pool_id,symmetry,spectrum_type,source,problem_latex,answer_latex,l0_prompt,matrix_latex
C_5x5_eig_057,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -4 & -2 & -2 & 3 & 4 \\ 1 & -3 & -4 & 4 & -2 \\ -4 & 0 & 4 & 4 & 2 \\ 4 & 3 & 3 & 3 & -1 \\ 3 & 2 & 4 & 2 & 0 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -9.5533, -2.6995, 2.313, 2.8846, 7.0552","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -4 & -2 & -2 & 3 & 4 \\ 1 & -3 & -4 & 4 & -2 \\ -4 & 0 & 4 & 4 & 2 \\ 4 & 3 & 3 & 3 & -1 \\ 3 & 2 & 4 & 2 & 0 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} -4 & -2 & -2 & 3 & 4 \\ 1 & -3 & -4 & 4 & -2 \\ -4 & 0 & 4 & 4 & 2 \\ 4 & 3 & 3 & 3 & -1 \\ 3 & 2 & 4 & 2 & 0 \end{bmatrix}
C_5x5_eig_058,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 1 & 4 & -3 & 1 & 4 \\ 2 & -2 & -2 & 1 & 0 \\ -2 & -4 & -2 & -1 & 4 \\ -1 & 3 & -4 & -4 & 4 \\ 4 & 1 & -3 & 2 & 3 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -6.5053, -4.3151, -2.0574, 2.2688, 6.6091","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 1 & 4 & -3 & 1 & 4 \\ 2 & -2 & -2 & 1 & 0 \\ -2 & -4 & -2 & -1 & 4 \\ -1 & 3 & -4 & -4 & 4 \\ 4 & 1 & -3 & 2 & 3 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 1 & 4 & -3 & 1 & 4 \\ 2 & -2 & -2 & 1 & 0 \\ -2 & -4 & -2 & -1 & 4 \\ -1 & 3 & -4 & -4 & 4 \\ 4 & 1 & -3 & 2 & 3 \end{bmatrix}
C_5x5_eig_059,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 4 & -2 & 0 & 0 & 0 \\ 2 & 3 & 4 & 3 & 1 \\ 0 & 4 & -2 & -3 & 2 \\ -4 & 0 & -2 & -2 & -1 \\ -3 & 4 & 2 & 1 & -4 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -5.727, -4.4791, -0.3569, 4.4031, 5.1599","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 4 & -2 & 0 & 0 & 0 \\ 2 & 3 & 4 & 3 & 1 \\ 0 & 4 & -2 & -3 & 2 \\ -4 & 0 & -2 & -2 & -1 \\ -3 & 4 & 2 & 1 & -4 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 4 & -2 & 0 & 0 & 0 \\ 2 & 3 & 4 & 3 & 1 \\ 0 & 4 & -2 & -3 & 2 \\ -4 & 0 & -2 & -2 & -1 \\ -3 & 4 & 2 & 1 & -4 \end{bmatrix}
C_5x5_eig_060,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 3 & 1 & -3 & 1 & 0 \\ 4 & 2 & -4 & -4 & -2 \\ -2 & -1 & -2 & 0 & 0 \\ 4 & -3 & 4 & -4 & 2 \\ 0 & -3 & -4 & 3 & 2 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -6.2745, -3.8597, -0.183, 4.5054, 6.8119","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 3 & 1 & -3 & 1 & 0 \\ 4 & 2 & -4 & -4 & -2 \\ -2 & -1 & -2 & 0 & 0 \\ 4 & -3 & 4 & -4 & 2 \\ 0 & -3 & -4 & 3 & 2 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 3 & 1 & -3 & 1 & 0 \\ 4 & 2 & -4 & -4 & -2 \\ -2 & -1 & -2 & 0 & 0 \\ 4 & -3 & 4 & -4 & 2 \\ 0 & -3 & -4 & 3 & 2 \end{bmatrix}
C_5x5_eig_061,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -4 & 4 & -3 & 2 & -2 \\ 1 & 2 & -3 & 0 & 0 \\ -3 & 1 & -3 & 2 & -1 \\ -1 & -3 & 0 & 4 & -4 \\ -3 & 0 & -1 & 1 & -1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -6.2483, -1.4991, -1.1785, 2.6452, 4.2807","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -4 & 4 & -3 & 2 & -2 \\ 1 & 2 & -3 & 0 & 0 \\ -3 & 1 & -3 & 2 & -1 \\ -1 & -3 & 0 & 4 & -4 \\ -3 & 0 & -1 & 1 & -1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} -4 & 4 & -3 & 2 & -2 \\ 1 & 2 & -3 & 0 & 0 \\ -3 & 1 & -3 & 2 & -1 \\ -1 & -3 & 0 & 4 & -4 \\ -3 & 0 & -1 & 1 & -1 \end{bmatrix}
C_5x5_eig_062,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -4 & -3 & -2 & 1 & 3 \\ -4 & -1 & 4 & 1 & 2 \\ -2 & 1 & 1 & -4 & 0 \\ 0 & 3 & -2 & 2 & 4 \\ 1 & 1 & -3 & 3 & 1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -6.8086, -3.2488, -1.4139, 3.6132, 6.8582","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -4 & -3 & -2 & 1 & 3 \\ -4 & -1 & 4 & 1 & 2 \\ -2 & 1 & 1 & -4 & 0 \\ 0 & 3 & -2 & 2 & 4 \\ 1 & 1 & -3 & 3 & 1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} -4 & -3 & -2 & 1 & 3 \\ -4 & -1 & 4 & 1 & 2 \\ -2 & 1 & 1 & -4 & 0 \\ 0 & 3 & -2 & 2 & 4 \\ 1 & 1 & -3 & 3 & 1 \end{bmatrix}
C_5x5_eig_063,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 4 & 0 & -3 & 4 & -1 \\ -2 & -4 & -2 & 3 & -1 \\ -4 & -1 & -2 & 3 & 0 \\ -2 & 3 & 1 & -2 & -2 \\ -1 & -1 & 2 & -4 & -4 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -7.9884, -5.2007, -0.4454, 1.2258, 4.4087","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 4 & 0 & -3 & 4 & -1 \\ -2 & -4 & -2 & 3 & -1 \\ -4 & -1 & -2 & 3 & 0 \\ -2 & 3 & 1 & -2 & -2 \\ -1 & -1 & 2 & -4 & -4 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 4 & 0 & -3 & 4 & -1 \\ -2 & -4 & -2 & 3 & -1 \\ -4 & -1 & -2 & 3 & 0 \\ -2 & 3 & 1 & -2 & -2 \\ -1 & -1 & 2 & -4 & -4 \end{bmatrix}
C_5x5_eig_064,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -4 & -1 & 4 & 0 & 1 \\ -1 & -3 & -4 & -3 & 0 \\ 4 & 0 & -3 & -1 & 1 \\ -3 & -3 & -2 & 2 & -3 \\ -2 & 3 & 2 & -4 & 1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -7.011, -5.3953, -0.8946, -0.0187, 6.3195","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -4 & -1 & 4 & 0 & 1 \\ -1 & -3 & -4 & -3 & 0 \\ 4 & 0 & -3 & -1 & 1 \\ -3 & -3 & -2 & 2 & -3 \\ -2 & 3 & 2 & -4 & 1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} -4 & -1 & 4 & 0 & 1 \\ -1 & -3 & -4 & -3 & 0 \\ 4 & 0 & -3 & -1 & 1 \\ -3 & -3 & -2 & 2 & -3 \\ -2 & 3 & 2 & -4 & 1 \end{bmatrix}
C_5x5_eig_065,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 1 & 2 & 3 & -1 & -4 \\ 4 & 1 & -2 & -2 & 2 \\ -3 & 3 & -4 & 4 & -1 \\ 0 & 3 & 3 & 3 & 3 \\ -3 & 0 & -2 & 4 & 4 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -4.4844, -1.1708, -0.3652, 3.2015, 7.819","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 1 & 2 & 3 & -1 & -4 \\ 4 & 1 & -2 & -2 & 2 \\ -3 & 3 & -4 & 4 & -1 \\ 0 & 3 & 3 & 3 & 3 \\ -3 & 0 & -2 & 4 & 4 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 1 & 2 & 3 & -1 & -4 \\ 4 & 1 & -2 & -2 & 2 \\ -3 & 3 & -4 & 4 & -1 \\ 0 & 3 & 3 & 3 & 3 \\ -3 & 0 & -2 & 4 & 4 \end{bmatrix}
C_5x5_eig_066,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 2 & 0 & 2 & -1 & 2 \\ -1 & 4 & -4 & 1 & 4 \\ 2 & -4 & -4 & 1 & 3 \\ -3 & 1 & -2 & 4 & -3 \\ 3 & 3 & 1 & -4 & -4 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -8.1541, -4.5267, 1.3421, 6.3094, 7.0293","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 2 & 0 & 2 & -1 & 2 \\ -1 & 4 & -4 & 1 & 4 \\ 2 & -4 & -4 & 1 & 3 \\ -3 & 1 & -2 & 4 & -3 \\ 3 & 3 & 1 & -4 & -4 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 2 & 0 & 2 & -1 & 2 \\ -1 & 4 & -4 & 1 & 4 \\ 2 & -4 & -4 & 1 & 3 \\ -3 & 1 & -2 & 4 & -3 \\ 3 & 3 & 1 & -4 & -4 \end{bmatrix}
C_5x5_eig_067,int-sym,symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 4 & 0 & -2 & -4 & 6 \\ 0 & 7 & 2 & 1 & 6 \\ -2 & 2 & 9 & 0 & 5 \\ -4 & 1 & 0 & 11 & 4 \\ 6 & 6 & 5 & 4 & 1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -8, 4, 8, 12, 16","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 4 & 0 & -2 & -4 & 6 \\ 0 & 7 & 2 & 1 & 6 \\ -2 & 2 & 9 & 0 & 5 \\ -4 & 1 & 0 & 11 & 4 \\ 6 & 6 & 5 & 4 & 1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 4 & 0 & -2 & -4 & 6 \\ 0 & 7 & 2 & 1 & 6 \\ -2 & 2 & 9 & 0 & 5 \\ -4 & 1 & 0 & 11 & 4 \\ 6 & 6 & 5 & 4 & 1 \end{bmatrix}
C_5x5_eig_068,int-sym,symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 8 & 2 & 4 & -4 & -4 \\ 2 & 0 & 4 & 4 & -4 \\ 4 & 4 & 0 & 2 & 4 \\ -4 & 4 & 2 & 8 & 4 \\ -4 & -4 & 4 & 4 & -2 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -10, -2, 2, 10, 14","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 8 & 2 & 4 & -4 & -4 \\ 2 & 0 & 4 & 4 & -4 \\ 4 & 4 & 0 & 2 & 4 \\ -4 & 4 & 2 & 8 & 4 \\ -4 & -4 & 4 & 4 & -2 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 8 & 2 & 4 & -4 & -4 \\ 2 & 0 & 4 & 4 & -4 \\ 4 & 4 & 0 & 2 & 4 \\ -4 & 4 & 2 & 8 & 4 \\ -4 & -4 & 4 & 4 & -2 \end{bmatrix}
C_5x5_eig_069,int-sym,symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 12 & -5 & 2 & -2 & -4 \\ -5 & -4 & -2 & -2 & 0 \\ 2 & -2 & -5 & 0 & -4 \\ -2 & -2 & 0 & 2 & -1 \\ -4 & 0 & -4 & -1 & -2 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -9, -5, -1, 3, 15","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 12 & -5 & 2 & -2 & -4 \\ -5 & -4 & -2 & -2 & 0 \\ 2 & -2 & -5 & 0 & -4 \\ -2 & -2 & 0 & 2 & -1 \\ -4 & 0 & -4 & -1 & -2 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 12 & -5 & 2 & -2 & -4 \\ -5 & -4 & -2 & -2 & 0 \\ 2 & -2 & -5 & 0 & -4 \\ -2 & -2 & 0 & 2 & -1 \\ -4 & 0 & -4 & -1 & -2 \end{bmatrix}
C_5x5_eig_070,int-sym,symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 2 & -3 & -2 & -6 & -2 \\ -3 & -2 & 2 & -4 & 0 \\ -2 & 2 & 3 & -4 & 4 \\ -6 & -4 & -4 & 4 & -3 \\ -2 & 0 & 4 & -3 & -4 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -9, -5, -1, 7, 11","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 2 & -3 & -2 & -6 & -2 \\ -3 & -2 & 2 & -4 & 0 \\ -2 & 2 & 3 & -4 & 4 \\ -6 & -4 & -4 & 4 & -3 \\ -2 & 0 & 4 & -3 & -4 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 2 & -3 & -2 & -6 & -2 \\ -3 & -2 & 2 & -4 & 0 \\ -2 & 2 & 3 & -4 & 4 \\ -6 & -4 & -4 & 4 & -3 \\ -2 & 0 & 4 & -3 & -4 \end{bmatrix}
C_5x5_eig_071,int-sym,symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 6 & 0 & -2 & -1 & 3 \\ 0 & 2 & 2 & -3 & 1 \\ -2 & 2 & 4 & -4 & 4 \\ -1 & -3 & -4 & 0 & 0 \\ 3 & 1 & 4 & 0 & 8 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -4, 0, 4, 8, 12","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 6 & 0 & -2 & -1 & 3 \\ 0 & 2 & 2 & -3 & 1 \\ -2 & 2 & 4 & -4 & 4 \\ -1 & -3 & -4 & 0 & 0 \\ 3 & 1 & 4 & 0 & 8 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 6 & 0 & -2 & -1 & 3 \\ 0 & 2 & 2 & -3 & 1 \\ -2 & 2 & 4 & -4 & 4 \\ -1 & -3 & -4 & 0 & 0 \\ 3 & 1 & 4 & 0 & 8 \end{bmatrix}
C_5x5_eig_074,int-sym,symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 3 & -2 & -4 & 4 & 0 \\ -2 & 0 & 12 & 12 & -2 \\ -4 & 12 & -6 & 0 & -4 \\ 4 & 12 & 0 & 6 & 4 \\ 0 & -2 & -4 & 4 & -3 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -18, -9, 0, 9, 18","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 3 & -2 & -4 & 4 & 0 \\ -2 & 0 & 12 & 12 & -2 \\ -4 & 12 & -6 & 0 & -4 \\ 4 & 12 & 0 & 6 & 4 \\ 0 & -2 & -4 & 4 & -3 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 3 & -2 & -4 & 4 & 0 \\ -2 & 0 & 12 & 12 & -2 \\ -4 & 12 & -6 & 0 & -4 \\ 4 & 12 & 0 & 6 & 4 \\ 0 & -2 & -4 & 4 & -3 \end{bmatrix}
C_5x5_eig_075,int-sym,symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -1 & 5 & 4 & -6 & 6 \\ 5 & 7 & 0 & -2 & -2 \\ 4 & 0 & 9 & -1 & -4 \\ -6 & -2 & -1 & 5 & 0 \\ 6 & -2 & -4 & 0 & 2 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -10, 2, 6, 10, 14","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -1 & 5 & 4 & -6 & 6 \\ 5 & 7 & 0 & -2 & -2 \\ 4 & 0 & 9 & -1 & -4 \\ -6 & -2 & -1 & 5 & 0 \\ 6 & -2 & -4 & 0 & 2 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} -1 & 5 & 4 & -6 & 6 \\ 5 & 7 & 0 & -2 & -2 \\ 4 & 0 & 9 & -1 & -4 \\ -6 & -2 & -1 & 5 & 0 \\ 6 & -2 & -4 & 0 & 2 \end{bmatrix}
C_5x5_eig_080,int-sym,symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 0 & 3 & -6 & -2 & -2 \\ 3 & 4 & -4 & 0 & 2 \\ -6 & -4 & -2 & 3 & 4 \\ -2 & 0 & 3 & 6 & -4 \\ -2 & 2 & 4 & -4 & -1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -9, -5, 3, 7, 11","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 0 & 3 & -6 & -2 & -2 \\ 3 & 4 & -4 & 0 & 2 \\ -6 & -4 & -2 & 3 & 4 \\ -2 & 0 & 3 & 6 & -4 \\ -2 & 2 & 4 & -4 & -1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 0 & 3 & -6 & -2 & -2 \\ 3 & 4 & -4 & 0 & 2 \\ -6 & -4 & -2 & 3 & 4 \\ -2 & 0 & 3 & 6 & -4 \\ -2 & 2 & 4 & -4 & -1 \end{bmatrix}
C_5x5_eig_084,int-sym,symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 2 & 2 & 3 & 4 & 0 \\ 2 & -3 & -2 & -4 & 4 \\ 3 & -2 & -2 & 6 & 2 \\ 4 & -4 & 6 & -4 & 3 \\ 0 & 4 & 2 & 3 & 4 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -11, -7, 1, 5, 9","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 2 & 2 & 3 & 4 & 0 \\ 2 & -3 & -2 & -4 & 4 \\ 3 & -2 & -2 & 6 & 2 \\ 4 & -4 & 6 & -4 & 3 \\ 0 & 4 & 2 & 3 & 4 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 2 & 2 & 3 & 4 & 0 \\ 2 & -3 & -2 & -4 & 4 \\ 3 & -2 & -2 & 6 & 2 \\ 4 & -4 & 6 & -4 & 3 \\ 0 & 4 & 2 & 3 & 4 \end{bmatrix}
C_5x5_eig_085,int-sym,symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 1 & 2 & 4 & -2 & -4 \\ 2 & -9 & 9 & 0 & 3 \\ 4 & 9 & 1 & 3 & 0 \\ -2 & 0 & 3 & -5 & 1 \\ -4 & 3 & 0 & 1 & 1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -15, -7, -3, 5, 9","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 1 & 2 & 4 & -2 & -4 \\ 2 & -9 & 9 & 0 & 3 \\ 4 & 9 & 1 & 3 & 0 \\ -2 & 0 & 3 & -5 & 1 \\ -4 & 3 & 0 & 1 & 1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 1 & 2 & 4 & -2 & -4 \\ 2 & -9 & 9 & 0 & 3 \\ 4 & 9 & 1 & 3 & 0 \\ -2 & 0 & 3 & -5 & 1 \\ -4 & 3 & 0 & 1 & 1 \end{bmatrix}
C_5x5_eig_087,int-sym,symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 0 & 8 & -4 & 0 & 2 \\ 8 & 0 & 4 & -2 & 0 \\ -4 & 4 & 6 & -4 & -4 \\ 0 & -2 & -4 & 8 & 0 \\ 2 & 0 & -4 & 0 & 8 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -10, 2, 6, 10, 14","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 0 & 8 & -4 & 0 & 2 \\ 8 & 0 & 4 & -2 & 0 \\ -4 & 4 & 6 & -4 & -4 \\ 0 & -2 & -4 & 8 & 0 \\ 2 & 0 & -4 & 0 & 8 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 0 & 8 & -4 & 0 & 2 \\ 8 & 0 & 4 & -2 & 0 \\ -4 & 4 & 6 & -4 & -4 \\ 0 & -2 & -4 & 8 & 0 \\ 2 & 0 & -4 & 0 & 8 \end{bmatrix}
C_5x5_eig_090,int-sym,symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -5 & 5 & 0 & 6 & 1 \\ 5 & -3 & 1 & 4 & 0 \\ 0 & 1 & 7 & 6 & 5 \\ 6 & 4 & 6 & 1 & -4 \\ 1 & 0 & 5 & -4 & 5 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -11, -7, 1, 9, 13","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -5 & 5 & 0 & 6 & 1 \\ 5 & -3 & 1 & 4 & 0 \\ 0 & 1 & 7 & 6 & 5 \\ 6 & 4 & 6 & 1 & -4 \\ 1 & 0 & 5 & -4 & 5 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} -5 & 5 & 0 & 6 & 1 \\ 5 & -3 & 1 & 4 & 0 \\ 0 & 1 & 7 & 6 & 5 \\ 6 & 4 & 6 & 1 & -4 \\ 1 & 0 & 5 & -4 & 5 \end{bmatrix}
C_5x5_eig_091,int-sym,symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 0 & -6 & 2 & -2 & 3 \\ -6 & 2 & 4 & -3 & 4 \\ 2 & 4 & 1 & -4 & 2 \\ -2 & -3 & -4 & -6 & 0 \\ 3 & 4 & 2 & 0 & -4 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -11, -7, -3, 5, 9","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 0 & -6 & 2 & -2 & 3 \\ -6 & 2 & 4 & -3 & 4 \\ 2 & 4 & 1 & -4 & 2 \\ -2 & -3 & -4 & -6 & 0 \\ 3 & 4 & 2 & 0 & -4 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 0 & -6 & 2 & -2 & 3 \\ -6 & 2 & 4 & -3 & 4 \\ 2 & 4 & 1 & -4 & 2 \\ -2 & -3 & -4 & -6 & 0 \\ 3 & 4 & 2 & 0 & -4 \end{bmatrix}
C_5x5_eig_094,int-sym,symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 3 & -4 & 3 & -2 & 0 \\ -4 & -3 & -6 & -4 & 3 \\ 3 & -6 & -1 & 2 & -2 \\ -2 & -4 & 2 & -2 & 4 \\ 0 & 3 & -2 & 4 & 5 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -10, -6, 2, 6, 10","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 3 & -4 & 3 & -2 & 0 \\ -4 & -3 & -6 & -4 & 3 \\ 3 & -6 & -1 & 2 & -2 \\ -2 & -4 & 2 & -2 & 4 \\ 0 & 3 & -2 & 4 & 5 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 3 & -4 & 3 & -2 & 0 \\ -4 & -3 & -6 & -4 & 3 \\ 3 & -6 & -1 & 2 & -2 \\ -2 & -4 & 2 & -2 & 4 \\ 0 & 3 & -2 & 4 & 5 \end{bmatrix}
C_5x5_eig_095,int-sym,symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 9 & 3 & 3 & -5 & 1 \\ 3 & 10 & -1 & 2 & 0 \\ 3 & -1 & -2 & 4 & 6 \\ -5 & 2 & 4 & -4 & -1 \\ 1 & 0 & 6 & -1 & 0 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -11, -3, 5, 9, 13","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 9 & 3 & 3 & -5 & 1 \\ 3 & 10 & -1 & 2 & 0 \\ 3 & -1 & -2 & 4 & 6 \\ -5 & 2 & 4 & -4 & -1 \\ 1 & 0 & 6 & -1 & 0 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 9 & 3 & 3 & -5 & 1 \\ 3 & 10 & -1 & 2 & 0 \\ 3 & -1 & -2 & 4 & 6 \\ -5 & 2 & 4 & -4 & -1 \\ 1 & 0 & 6 & -1 & 0 \end{bmatrix}
