Problem_ID,Subcat,problem_text,problem_latex,answer_latex
C_4x4_eig_030,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} -3 & 0 & 0 & 0 \\ 0 & -3 & 0 & 0 \\ 0 & 0 & -3 & 0 \\ 0 & 0 & 0 & -3 \end{bmatrix},"\lambda = -3, -3, -3, -3"
C_4x4_eig_031,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 0 & -3 & 2 & -1 \\ -3 & -6 & 3 & -1 \\ 2 & 3 & -6 & 5 \\ -1 & -1 & 5 & 4 \end{bmatrix},"\lambda = -11.4796, -3.9303, 1.3261, 6.0838"
C_4x4_eig_032,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -2 & 4 & 0 & -5 \\ 4 & 0 & 1 & 4 \\ 0 & 1 & -8 & 5 \\ -5 & 4 & 5 & 4 \end{bmatrix},"\lambda = -10.6498, -7.1739, 3.1537, 8.6701"
C_4x4_eig_033,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 2 & 3 & -1 & 8 \\ 3 & 4 & 2 & -2 \\ -1 & 2 & -2 & -3 \\ 8 & -2 & -3 & -8 \end{bmatrix},"\lambda = -13.3098, -3.2775, 5.0926, 7.4948"
C_4x4_eig_034,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 0 & -5 & 0 & -1 \\ -5 & 8 & 2 & -5 \\ 0 & 2 & -4 & 3 \\ -1 & -5 & 3 & 8 \end{bmatrix},"\lambda = -6.0627, -2.1993, 6.5862, 13.6759"
C_4x4_eig_035,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -6 & 3 & 2 & -5 \\ 3 & 4 & -1 & 1 \\ 2 & -1 & -4 & 2 \\ -5 & 1 & 2 & -8 \end{bmatrix},"\lambda = -13.4584, -3.2124, -2.1991, 4.8699"
C_4x4_eig_036,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -4 & 4 & 2 & 5 \\ 4 & 8 & 8 & 2 \\ 2 & 8 & -8 & -3 \\ 5 & 2 & -3 & -2 \end{bmatrix},"\lambda = -13.0337, -7.4303, 1.6504, 12.8136"
C_4x4_eig_037,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -8 & 4 & 2 & 8 \\ 4 & -2 & 3 & 5 \\ 2 & 3 & -6 & 4 \\ 8 & 5 & 4 & 4 \end{bmatrix},"\lambda = -12.2309, -7.6848, -4.6451, 12.5608"
C_4x4_eig_038,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 2 & 4 & -1 & -1 \\ 4 & 2 & -7 & -3 \\ -1 & -7 & -8 & 7 \\ -1 & -3 & 7 & -6 \end{bmatrix},"\lambda = -14.9044, -5.6514, 0.3683, 10.1875"
C_4x4_eig_039,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 6 & 3 & 1 & 6 \\ 3 & 8 & -1 & 2 \\ 1 & -1 & 2 & 0 \\ 6 & 2 & 0 & -2 \end{bmatrix},"\lambda = -5.248, 1.5067, 5.4933, 12.248"
C_4x4_eig_040,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 8 & -4 & 4 & -4 \\ -4 & 2 & -2 & 5 \\ 4 & -2 & 4 & -2 \\ -4 & 5 & -2 & -4 \end{bmatrix},"\lambda = -7.0313, 0.7901, 1.7941, 14.4471"
C_4x4_eig_041,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -2 & 2 & -3 & 0 \\ -1 & 1 & -2 & 3 \\ -2 & 1 & 4 & 2 \\ -2 & 2 & 2 & 0 \end{bmatrix},"\lambda = -2.9567, -1.2166, 1.4596, 5.7138"
C_4x4_eig_042,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -2 & -4 & -1 & 1 \\ -1 & 2 & -1 & 2 \\ 1 & -3 & -2 & 4 \\ -1 & 3 & 3 & 0 \end{bmatrix},"\lambda = -4.9433, -3.3893, 2.1599, 4.1727"
C_4x4_eig_043,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -4 & 0 & 0 & -2 \\ -2 & 3 & -1 & -3 \\ -1 & 1 & -3 & 4 \\ -4 & -4 & 0 & 3 \end{bmatrix},"\lambda = -5.3211, -2.4281, -0.0905, 6.8397"
C_4x4_eig_044,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 3 & 4 & 1 & 2 \\ -2 & 4 & -2 & 1 \\ -4 & -3 & -4 & -4 \\ 2 & 3 & -1 & -2 \end{bmatrix},"\lambda = -4.8942, -1.4031, 2.5413, 4.756"
C_4x4_eig_045,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -1 & 2 & -2 & 1 \\ -1 & 2 & 0 & 1 \\ -2 & 3 & 1 & 1 \\ -1 & 3 & -1 & -4 \end{bmatrix},"\lambda = -4.1446, -1.4338, 0.702, 2.8764"
C_4x4_eig_046,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 1 & -3 & -1 & -3 \\ 2 & -4 & 1 & 4 \\ -4 & 3 & 2 & -2 \\ -2 & 4 & 0 & 2 \end{bmatrix},"\lambda = -5.9054, -0.9633, 2.4785, 5.3903"
C_4x4_eig_047,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -3 & 3 & -4 & 0 \\ -2 & 1 & -2 & -3 \\ -4 & 2 & 3 & 4 \\ 3 & -4 & 3 & 4 \end{bmatrix},"\lambda = -4.4559, -1.6967, 3.3317, 7.8209"
C_4x4_eig_048,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 1 & 2 & -1 & 1 \\ 4 & 4 & -1 & 3 \\ 0 & 3 & 0 & 0 \\ 2 & 3 & -2 & 3 \end{bmatrix},"\lambda = -1.581, 0.3911, 2.0337, 7.1562"
C_4x4_eig_049,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 3 & -4 & -3 & -4 \\ -2 & -1 & -3 & -3 \\ -4 & -4 & -3 & -2 \\ -1 & -4 & 3 & -2 \end{bmatrix},"\lambda = -7.532, -3.6538, 2.7859, 5.3998"
C_4x4_eig_050,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -1 & -3 & -3 & -3 \\ -4 & -3 & 2 & 1 \\ 1 & 4 & 1 & 3 \\ -3 & 1 & 3 & 3 \end{bmatrix},"\lambda = -5.5732, -1.5804, -0.4762, 7.6298"
C_4x4_eig_051,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 3 & 1 & -1 & 3 \\ 0 & -3 & 0 & 1 \\ -2 & -2 & 1 & 3 \\ 2 & 4 & 0 & 1 \end{bmatrix},"\lambda = -3.9822, -0.7587, 1.8137, 4.9272"
C_4x4_eig_052,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 4 & 1 & -3 & 2 \\ 4 & -2 & -2 & 2 \\ -1 & -2 & 1 & 1 \\ 3 & 2 & 0 & -1 \end{bmatrix},"\lambda = -3.9515, -1.6319, 0.8789, 6.7045"
C_4x4_eig_053,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -1 & -2 & -4 & 1 \\ 2 & 0 & 0 & 2 \\ -3 & 4 & 3 & -1 \\ 2 & -1 & 2 & -4 \end{bmatrix},"\lambda = -3.6526, -3.1128, 1.0383, 3.7271"
C_4x4_eig_054,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 3 & -3 & 2 & 3 \\ 2 & -2 & 2 & -1 \\ 1 & 3 & -1 & 3 \\ 2 & -2 & 1 & -1 \end{bmatrix},"\lambda = -4.6599, -1.5354, 1.2876, 3.9077"
C_4x4_eig_055,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -1 & -1 & -1 & 2 \\ 3 & 4 & 4 & -4 \\ 2 & 1 & -4 & 3 \\ -4 & -4 & 3 & -1 \end{bmatrix},"\lambda = -6.6608, -0.7055, 0.8477, 4.5186"
C_4x4_eig_056,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 0 & 4 & 1 & -4 \\ 2 & 0 & 0 & 0 \\ 2 & -2 & 4 & 3 \\ -2 & 1 & 0 & -2 \end{bmatrix},"\lambda = -5.1454, -0.4626, 3.3733, 4.2346"
C_4x4_eig_057,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -4 & -1 & 0 & 1 \\ -4 & -3 & -1 & 1 \\ 0 & -3 & -1 & 1 \\ 1 & -2 & 2 & 3 \end{bmatrix},"\lambda = -5.7853, -2.39, -0.2531, 3.4284"
C_4x4_eig_058,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -3 & -1 & -3 & 1 \\ 0 & -2 & 1 & -1 \\ -4 & -3 & 3 & -1 \\ -1 & -4 & -4 & 2 \end{bmatrix},"\lambda = -4.2621, -2.6606, 1.3645, 5.5582"
C_4x4_eig_059,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -4 & 3 & -4 & -1 \\ 3 & 1 & 3 & 4 \\ -3 & 4 & 3 & -2 \\ -3 & 4 & 1 & 4 \end{bmatrix},"\lambda = -8.5839, 1.7335, 3.6298, 7.2205"
C_4x4_eig_060,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 1 & -4 & -2 & 3 \\ 0 & 3 & 2 & 0 \\ -2 & 3 & -2 & -4 \\ 3 & 3 & -1 & 3 \end{bmatrix},"\lambda = -3.9417, -0.8967, 3.4595, 6.3789"
C_4x4_eig_061,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 3 & 4 & 0 & -3 \\ 2 & -3 & 1 & 2 \\ 1 & 1 & -2 & 2 \\ -4 & 3 & -1 & 2 \end{bmatrix},"\lambda = -5.5797, -2.3684, 2.0154, 5.9327"
C_4x4_eig_062,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 3 & -3 & -2 & -1 \\ 3 & 1 & -1 & 2 \\ -4 & -1 & 4 & -2 \\ -4 & 0 & -4 & -4 \end{bmatrix},"\lambda = -5.0624, 0.5319, 2.9043, 5.6262"
C_4x4_eig_063,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 0 & -2 & 3 & -2 \\ -1 & 2 & -2 & 2 \\ 1 & 1 & -2 & 4 \\ -1 & -1 & 0 & 4 \end{bmatrix},"\lambda = -2.9928, 0.703, 2.525, 3.7647"
C_4x4_eig_064,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -3 & -4 & -4 & 1 \\ -2 & -1 & 3 & -2 \\ -3 & -2 & 0 & -4 \\ 3 & 3 & -2 & 3 \end{bmatrix},"\lambda = -5.0727, -2.075, 1.0656, 5.082"
C_4x4_eig_065,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 4 & -4 & -2 & 3 \\ -3 & -1 & -1 & -3 \\ -3 & 0 & -4 & 0 \\ 3 & 1 & 3 & 3 \end{bmatrix},"\lambda = -5.38, -1.5642, 1.4217, 7.5225"
C_4x4_eig_066,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 1 & -3 & 3 & -1 \\ 0 & 0 & -1 & 2 \\ 1 & -1 & 0 & 1 \\ -3 & 2 & 3 & 4 \end{bmatrix},"\lambda = -2.2069, -0.8062, 2.0863, 5.9268"
C_4x4_eig_067,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 4 & 4 & -4 & 3 \\ 4 & -4 & -1 & -3 \\ -2 & -3 & 2 & -3 \\ 0 & -3 & 0 & 3 \end{bmatrix},"\lambda = -6.6045, -0.3863, 5.1763, 6.8145"
C_4x4_eig_068,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -4 & 2 & -4 & -3 \\ -1 & 1 & 0 & -1 \\ -1 & -1 & 4 & -2 \\ -3 & -4 & -2 & -3 \end{bmatrix},"\lambda = -7.574, -0.1972, 1.1619, 4.6093"
C_4x4_eig_069,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 1 & 1 & -4 & 0 \\ -4 & -2 & 0 & -4 \\ -4 & -4 & 3 & 3 \\ -2 & -1 & -2 & -3 \end{bmatrix},"\lambda = -4.8618, -1.4417, 1.3827, 3.9208"
C_4x4_eig_070,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -4 & -2 & 3 & -1 \\ 2 & -2 & 4 & -1 \\ 4 & 2 & 3 & 1 \\ -1 & -2 & 3 & -3 \end{bmatrix},"\lambda = -6.7614, -2.8722, -1.4567, 5.0903"
C_4x4_eig_071,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -6 & 2 & 4 & 0 \\ 2 & -6 & 0 & 4 \\ 4 & 0 & -6 & 2 \\ 0 & 4 & 2 & -6 \end{bmatrix},"\lambda = -12, -8, -4, 0"
C_4x4_eig_072,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 3 & -5 & 1 & 3 \\ -5 & 3 & -3 & -1 \\ 1 & -3 & 3 & 5 \\ 3 & -1 & 5 & 3 \end{bmatrix},"\lambda = -4, 0, 4, 12"
C_4x4_eig_073,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 7 & -4 & 12 & 2 \\ -4 & 5 & 2 & 4 \\ 12 & 2 & 6 & 4 \\ 2 & 4 & 4 & 8 \end{bmatrix},"\lambda = -7, 2, 11, 20"
C_4x4_eig_074,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 1 & -4 & 8 & 0 \\ -4 & 1 & 0 & -8 \\ 8 & 0 & 1 & 4 \\ 0 & -8 & 4 & 1 \end{bmatrix},"\lambda = -11, -3, 5, 13"
C_4x4_eig_075,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -3 & -4 & 0 & -2 \\ -4 & -3 & -2 & 0 \\ 0 & -2 & -3 & -4 \\ -2 & 0 & -4 & -3 \end{bmatrix},"\lambda = -9, -5, -1, 3"
C_4x4_eig_076,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 0 & -1 & -3 & -7 \\ -1 & 0 & -7 & -3 \\ -3 & -7 & 0 & -1 \\ -7 & -3 & -1 & 0 \end{bmatrix},"\lambda = -11, -3, 5, 9"
C_4x4_eig_077,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -5 & -4 & 0 & 2 \\ -4 & -5 & -2 & 0 \\ 0 & -2 & -5 & 4 \\ 2 & 0 & 4 & -5 \end{bmatrix},"\lambda = -11, -7, -3, 1"
C_4x4_eig_078,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 5 & -2 & -6 & 0 \\ -2 & 5 & 0 & -6 \\ -6 & 0 & 5 & -2 \\ 0 & -6 & -2 & 5 \end{bmatrix},"\lambda = -3, 1, 9, 13"
C_4x4_eig_079,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -3 & -6 & -2 & 0 \\ -6 & -3 & 0 & -2 \\ -2 & 0 & -3 & -6 \\ 0 & -2 & -6 & -3 \end{bmatrix},"\lambda = -11, -7, 1, 5"
C_4x4_eig_080,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -4 & 0 & 6 & -2 \\ 0 & -4 & 2 & -6 \\ 6 & 2 & -4 & 0 \\ -2 & -6 & 0 & -4 \end{bmatrix},"\lambda = -12, -8, 0, 4"
C_4x4_eig_081,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -2 & -9 & -1 & 3 \\ -9 & -2 & 3 & -1 \\ -1 & 3 & -2 & -9 \\ 3 & -1 & -9 & -2 \end{bmatrix},"\lambda = -13, -9, 3, 11"
C_4x4_eig_082,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -7 & 4 & 6 & 2 \\ 4 & -7 & 2 & 6 \\ 6 & 2 & -7 & 4 \\ 2 & 6 & 4 & -7 \end{bmatrix},"\lambda = -15, -11, -7, 5"
C_4x4_eig_083,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -6 & -3 & 7 & 5 \\ -3 & -6 & -5 & -7 \\ 7 & -5 & -6 & 3 \\ 5 & -7 & 3 & -6 \end{bmatrix},"\lambda = -15, -11, -7, 9"
C_4x4_eig_084,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 12 & 4 & 4 & -2 \\ 4 & -2 & 6 & -4 \\ 4 & 6 & 11 & 4 \\ -2 & -4 & 4 & -3 \end{bmatrix},"\lambda = -9, 0, 9, 18"
C_4x4_eig_085,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -1 & 7 & 5 & -3 \\ 7 & -1 & -3 & 5 \\ 5 & -3 & -1 & 7 \\ -3 & 5 & 7 & -1 \end{bmatrix},"\lambda = -16, 0, 4, 8"
C_4x4_eig_086,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -6 & -2 & 12 & -4 \\ -2 & 7 & 2 & 8 \\ 12 & 2 & -4 & 8 \\ -4 & 8 & 8 & 4 \end{bmatrix},"\lambda = -20, -2, 7, 16"
C_4x4_eig_087,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -10 & 4 & 0 & -2 \\ 4 & -10 & 2 & 0 \\ 0 & 2 & -10 & -4 \\ -2 & 0 & -4 & -10 \end{bmatrix},"\lambda = -16, -12, -8, -4"
C_4x4_eig_088,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 0 & 1 & -3 & -5 \\ 1 & 0 & -5 & -3 \\ -3 & -5 & 0 & 1 \\ -5 & -3 & 1 & 0 \end{bmatrix},"\lambda = -7, -3, 1, 9"
C_4x4_eig_089,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -11 & -4 & -8 & -6 \\ -4 & -12 & -6 & 4 \\ -8 & -6 & 9 & 4 \\ -6 & 4 & 4 & 10 \end{bmatrix},"\lambda = -19, -10, 8, 17"
C_4x4_eig_090,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -4 & -7 & 5 & -1 \\ -7 & -4 & -1 & 5 \\ 5 & -1 & -4 & -7 \\ -1 & 5 & -7 & -4 \end{bmatrix},"\lambda = -15, -7, -3, 9"
C_4x4_eig_091,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -4 & -5 & 1 & 3 \\ -5 & -4 & 3 & 1 \\ 1 & 3 & -4 & -5 \\ 3 & 1 & -5 & -4 \end{bmatrix},"\lambda = -13, -5, -1, 3"
C_4x4_eig_092,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 1 & -1 & -3 & -5 \\ -1 & 1 & 5 & 3 \\ -3 & 5 & 1 & 1 \\ -5 & 3 & 1 & 1 \end{bmatrix},"\lambda = -6, -2, 2, 10"
C_4x4_eig_093,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -1 & 6 & 0 & -2 \\ 6 & -1 & -2 & 0 \\ 0 & -2 & -1 & 6 \\ -2 & 0 & 6 & -1 \end{bmatrix},"\lambda = -9, -5, 3, 7"
C_4x4_eig_094,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 3 & -3 & 1 & 5 \\ -3 & 3 & -5 & -1 \\ 1 & -5 & 3 & 3 \\ 5 & -1 & 3 & 3 \end{bmatrix},"\lambda = -4, 0, 4, 12"
C_4x4_eig_095,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 6 & 2 & -4 & -8 \\ 2 & 6 & 8 & 4 \\ -4 & 8 & 6 & -2 \\ -8 & 4 & -2 & 6 \end{bmatrix},"\lambda = -8, 4, 12, 16"
C_4x4_eig_096,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -6 & 4 & 0 & -2 \\ 4 & -6 & -2 & 0 \\ 0 & -2 & -6 & 4 \\ -2 & 0 & 4 & -6 \end{bmatrix},"\lambda = -12, -8, -4, 0"
C_4x4_eig_097,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 5 & -4 & -2 & 0 \\ -4 & 5 & 0 & -2 \\ -2 & 0 & 5 & -4 \\ 0 & -2 & -4 & 5 \end{bmatrix},"\lambda = -1, 3, 7, 11"
C_4x4_eig_098,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 8 & 3 & -5 & -1 \\ 3 & 8 & 1 & 5 \\ -5 & 1 & 8 & -3 \\ -1 & 5 & -3 & 8 \end{bmatrix},"\lambda = -1, 7, 11, 15"
C_4x4_eig_099,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -3 & -3 & 5 & 1 \\ -3 & -3 & 1 & 5 \\ 5 & 1 & -3 & -3 \\ 1 & 5 & -3 & -3 \end{bmatrix},"\lambda = -12, -4, 0, 4"
C_4x4_eig_100,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -1 & 2 & -4 & -8 \\ 2 & -1 & -8 & -4 \\ -4 & -8 & -1 & 2 \\ -8 & -4 & 2 & -1 \end{bmatrix},"\lambda = -11, -7, 1, 13"
C_4x4_eig_101,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 3 & 5 & -3 & 0 \\ 3 & 1 & 3 & 0 \\ -11 & -11 & -5 & 0 \\ -1 & -1 & -1 & -4 \end{bmatrix},"\lambda = -5, -4, -2, 6"
C_4x4_eig_102,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 4 & 7 & -1 & 2 \\ 2 & -1 & 1 & -2 \\ 2 & 2 & -2 & -2 \\ 2 & 2 & 4 & 4 \end{bmatrix},"\lambda = -3, 0, 2, 6"
C_4x4_eig_103,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 1 & 2 & 3 & -2 \\ -1 & -4 & -3 & 0 \\ 4 & 2 & 0 & -2 \\ 5 & 2 & 3 & -6 \end{bmatrix},"\lambda = -4, -3, -2, 0"
C_4x4_eig_104,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -5 & -2 & 3 & 3 \\ 8 & 5 & -6 & -2 \\ 8 & 8 & -1 & 8 \\ -8 & -8 & 3 & -6 \end{bmatrix},"\lambda = -5, -3, -1, 2"
C_4x4_eig_105,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 10 & -6 & 0 & 0 \\ 12 & -8 & 0 & 0 \\ -3 & 0 & -1 & -3 \\ -2 & 6 & 6 & 8 \end{bmatrix},"\lambda = -2, 2, 4, 5"
C_4x4_eig_106,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 0 & -9 & 6 & -3 \\ 1 & -2 & 2 & 1 \\ 1 & 1 & -1 & 1 \\ -1 & 11 & -8 & 2 \end{bmatrix},"\lambda = -3, -1, 0, 3"
C_4x4_eig_107,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 4 & 3 & 5 & 0 \\ -2 & -4 & -3 & 1 \\ -12 & -3 & -10 & -3 \\ 6 & -3 & 1 & 4 \end{bmatrix},"\lambda = -4, -2, -1, 1"
C_4x4_eig_108,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -5 & -7 & 3 & 5 \\ 1 & 3 & -3 & -1 \\ -1 & -1 & 5 & 1 \\ -8 & -8 & 0 & 8 \end{bmatrix},"\lambda = 0, 2, 4, 5"
C_4x4_eig_109,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -1 & 7 & -2 & 4 \\ 2 & 4 & -2 & 4 \\ 3 & -7 & 8 & -8 \\ 3 & -7 & 10 & -10 \end{bmatrix},"\lambda = -3, -2, 2, 4"
C_4x4_eig_110,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -11 & 0 & -7 & 7 \\ 12 & 9 & 8 & -4 \\ 10 & -8 & 5 & -8 \\ -4 & -8 & -5 & 2 \end{bmatrix},"\lambda = -4, 1, 3, 5"
C_4x4_eig_111,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -2 & -1 & 1 & 1 \\ -4 & 0 & 4 & 4 \\ 5 & 5 & 0 & -5 \\ -11 & -6 & 5 & 10 \end{bmatrix},"\lambda = -1, 0, 4, 5"
C_4x4_eig_112,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -3 & 0 & 2 & 1 \\ 0 & -1 & -8 & -3 \\ -6 & 0 & -11 & -6 \\ 10 & 0 & 10 & 6 \end{bmatrix},"\lambda = -5, -4, -1, 1"
C_4x4_eig_113,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -2 & -2 & 2 & 0 \\ -1 & -1 & 3 & 1 \\ -1 & -1 & 3 & 1 \\ -7 & -7 & 5 & 5 \end{bmatrix},"\lambda = -2, 0, 3, 4"
C_4x4_eig_114,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 8 & -4 & -8 & -9 \\ -10 & -1 & 8 & 6 \\ 0 & -12 & -5 & -12 \\ 10 & 2 & -8 & -5 \end{bmatrix},"\lambda = -5, -2, 1, 3"
C_4x4_eig_115,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 4 & 0 & -4 & 4 \\ 1 & 3 & -1 & 1 \\ 9 & 7 & -9 & 5 \\ 9 & 7 & -9 & 5 \end{bmatrix},"\lambda = -4, 0, 3, 4"
C_4x4_eig_116,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -2 & -2 & -5 & 4 \\ 1 & -3 & 1 & 0 \\ -2 & 2 & 1 & -4 \\ -1 & -4 & -1 & -1 \end{bmatrix},"\lambda = -4, -3, -1, 3"
C_4x4_eig_117,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -8 & -6 & -4 & -1 \\ 10 & 7 & 6 & 2 \\ -8 & -6 & -6 & -2 \\ -4 & 0 & 2 & -5 \end{bmatrix},"\lambda = -5, -4, -2, -1"
C_4x4_eig_118,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -1 & -4 & 4 & 0 \\ 3 & -1 & -1 & -2 \\ 3 & -4 & 2 & -2 \\ -9 & -4 & 8 & 4 \end{bmatrix},"\lambda = -1, 0, 2, 3"
C_4x4_eig_119,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 5 & 4 & -4 & -4 \\ -9 & -7 & 1 & 2 \\ -11 & -4 & -2 & 4 \\ 10 & 4 & -4 & -9 \end{bmatrix},"\lambda = -6, -5, -3, 1"
