Problem_ID,n,trig,b,problem_latex,answer_latex
IBP_n11_sin_b05_06,11,sin,5,"Evaluate the indefinite integral.

\int x^{11} \sin(5x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{11} \cos{\left(5 x \right)}}{5} + \frac{11 x^{10} \sin{\left(5 x \right)}}{25} + \frac{22 x^{9} \cos{\left(5 x \right)}}{25} - \frac{198 x^{8} \sin{\left(5 x \right)}}{125} - \frac{1584 x^{7} \cos{\left(5 x \right)}}{625} + \frac{11088 x^{6} \sin{\left(5 x \right)}}{3125} + \frac{66528 x^{5} \cos{\left(5 x \right)}}{15625} - \frac{66528 x^{4} \sin{\left(5 x \right)}}{15625} - \frac{266112 x^{3} \cos{\left(5 x \right)}}{78125} + \frac{798336 x^{2} \sin{\left(5 x \right)}}{390625} + \frac{1596672 x \cos{\left(5 x \right)}}{1953125} - \frac{1596672 \sin{\left(5 x \right)}}{9765625}
IBP_n11_sin_b01_07,11,sin,1,"Evaluate the indefinite integral.

\int x^{11} \sin(x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- x^{11} \cos{\left(x \right)} + 11 x^{10} \sin{\left(x \right)} + 110 x^{9} \cos{\left(x \right)} - 990 x^{8} \sin{\left(x \right)} - 7920 x^{7} \cos{\left(x \right)} + 55440 x^{6} \sin{\left(x \right)} + 332640 x^{5} \cos{\left(x \right)} - 1663200 x^{4} \sin{\left(x \right)} - 6652800 x^{3} \cos{\left(x \right)} + 19958400 x^{2} \sin{\left(x \right)} + 39916800 x \cos{\left(x \right)} - 39916800 \sin{\left(x \right)}
IBP_n11_sin_b08_08,11,sin,8,"Evaluate the indefinite integral.

\int x^{11} \sin(8x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{11} \cos{\left(8 x \right)}}{8} + \frac{11 x^{10} \sin{\left(8 x \right)}}{64} + \frac{55 x^{9} \cos{\left(8 x \right)}}{256} - \frac{495 x^{8} \sin{\left(8 x \right)}}{2048} - \frac{495 x^{7} \cos{\left(8 x \right)}}{2048} + \frac{3465 x^{6} \sin{\left(8 x \right)}}{16384} + \frac{10395 x^{5} \cos{\left(8 x \right)}}{65536} - \frac{51975 x^{4} \sin{\left(8 x \right)}}{524288} - \frac{51975 x^{3} \cos{\left(8 x \right)}}{1048576} + \frac{155925 x^{2} \sin{\left(8 x \right)}}{8388608} + \frac{155925 x \cos{\left(8 x \right)}}{33554432} - \frac{155925 \sin{\left(8 x \right)}}{268435456}
IBP_n11_sin_b09_09,11,sin,9,"Evaluate the indefinite integral.

\int x^{11} \sin(9x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{11} \cos{\left(9 x \right)}}{9} + \frac{11 x^{10} \sin{\left(9 x \right)}}{81} + \frac{110 x^{9} \cos{\left(9 x \right)}}{729} - \frac{110 x^{8} \sin{\left(9 x \right)}}{729} - \frac{880 x^{7} \cos{\left(9 x \right)}}{6561} + \frac{6160 x^{6} \sin{\left(9 x \right)}}{59049} + \frac{12320 x^{5} \cos{\left(9 x \right)}}{177147} - \frac{61600 x^{4} \sin{\left(9 x \right)}}{1594323} - \frac{246400 x^{3} \cos{\left(9 x \right)}}{14348907} + \frac{246400 x^{2} \sin{\left(9 x \right)}}{43046721} + \frac{492800 x \cos{\left(9 x \right)}}{387420489} - \frac{492800 \sin{\left(9 x \right)}}{3486784401}
IBP_n11_cos_b01_00,11,cos,1,"Evaluate the indefinite integral.

\int x^{11} \cos(x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",x^{11} \sin{\left(x \right)} + 11 x^{10} \cos{\left(x \right)} - 110 x^{9} \sin{\left(x \right)} - 990 x^{8} \cos{\left(x \right)} + 7920 x^{7} \sin{\left(x \right)} + 55440 x^{6} \cos{\left(x \right)} - 332640 x^{5} \sin{\left(x \right)} - 1663200 x^{4} \cos{\left(x \right)} + 6652800 x^{3} \sin{\left(x \right)} + 19958400 x^{2} \cos{\left(x \right)} - 39916800 x \sin{\left(x \right)} - 39916800 \cos{\left(x \right)}
IBP_n11_cos_b02_01,11,cos,2,"Evaluate the indefinite integral.

\int x^{11} \cos(2x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{11} \sin{\left(2 x \right)}}{2} + \frac{11 x^{10} \cos{\left(2 x \right)}}{4} - \frac{55 x^{9} \sin{\left(2 x \right)}}{4} - \frac{495 x^{8} \cos{\left(2 x \right)}}{8} + \frac{495 x^{7} \sin{\left(2 x \right)}}{2} + \frac{3465 x^{6} \cos{\left(2 x \right)}}{4} - \frac{10395 x^{5} \sin{\left(2 x \right)}}{4} - \frac{51975 x^{4} \cos{\left(2 x \right)}}{8} + \frac{51975 x^{3} \sin{\left(2 x \right)}}{4} + \frac{155925 x^{2} \cos{\left(2 x \right)}}{8} - \frac{155925 x \sin{\left(2 x \right)}}{8} - \frac{155925 \cos{\left(2 x \right)}}{16}
IBP_n11_cos_b03_02,11,cos,3,"Evaluate the indefinite integral.

\int x^{11} \cos(3x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{11} \sin{\left(3 x \right)}}{3} + \frac{11 x^{10} \cos{\left(3 x \right)}}{9} - \frac{110 x^{9} \sin{\left(3 x \right)}}{27} - \frac{110 x^{8} \cos{\left(3 x \right)}}{9} + \frac{880 x^{7} \sin{\left(3 x \right)}}{27} + \frac{6160 x^{6} \cos{\left(3 x \right)}}{81} - \frac{12320 x^{5} \sin{\left(3 x \right)}}{81} - \frac{61600 x^{4} \cos{\left(3 x \right)}}{243} + \frac{246400 x^{3} \sin{\left(3 x \right)}}{729} + \frac{246400 x^{2} \cos{\left(3 x \right)}}{729} - \frac{492800 x \sin{\left(3 x \right)}}{2187} - \frac{492800 \cos{\left(3 x \right)}}{6561}
IBP_n11_cos_b09_03,11,cos,9,"Evaluate the indefinite integral.

\int x^{11} \cos(9x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{11} \sin{\left(9 x \right)}}{9} + \frac{11 x^{10} \cos{\left(9 x \right)}}{81} - \frac{110 x^{9} \sin{\left(9 x \right)}}{729} - \frac{110 x^{8} \cos{\left(9 x \right)}}{729} + \frac{880 x^{7} \sin{\left(9 x \right)}}{6561} + \frac{6160 x^{6} \cos{\left(9 x \right)}}{59049} - \frac{12320 x^{5} \sin{\left(9 x \right)}}{177147} - \frac{61600 x^{4} \cos{\left(9 x \right)}}{1594323} + \frac{246400 x^{3} \sin{\left(9 x \right)}}{14348907} + \frac{246400 x^{2} \cos{\left(9 x \right)}}{43046721} - \frac{492800 x \sin{\left(9 x \right)}}{387420489} - \frac{492800 \cos{\left(9 x \right)}}{3486784401}
IBP_n11_cos_b07_04,11,cos,7,"Evaluate the indefinite integral.

\int x^{11} \cos(7x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{11} \sin{\left(7 x \right)}}{7} + \frac{11 x^{10} \cos{\left(7 x \right)}}{49} - \frac{110 x^{9} \sin{\left(7 x \right)}}{343} - \frac{990 x^{8} \cos{\left(7 x \right)}}{2401} + \frac{7920 x^{7} \sin{\left(7 x \right)}}{16807} + \frac{7920 x^{6} \cos{\left(7 x \right)}}{16807} - \frac{47520 x^{5} \sin{\left(7 x \right)}}{117649} - \frac{237600 x^{4} \cos{\left(7 x \right)}}{823543} + \frac{950400 x^{3} \sin{\left(7 x \right)}}{5764801} + \frac{2851200 x^{2} \cos{\left(7 x \right)}}{40353607} - \frac{5702400 x \sin{\left(7 x \right)}}{282475249} - \frac{5702400 \cos{\left(7 x \right)}}{1977326743}
IBP_n11_cos_b05_05,11,cos,5,"Evaluate the indefinite integral.

\int x^{11} \cos(5x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{11} \sin{\left(5 x \right)}}{5} + \frac{11 x^{10} \cos{\left(5 x \right)}}{25} - \frac{22 x^{9} \sin{\left(5 x \right)}}{25} - \frac{198 x^{8} \cos{\left(5 x \right)}}{125} + \frac{1584 x^{7} \sin{\left(5 x \right)}}{625} + \frac{11088 x^{6} \cos{\left(5 x \right)}}{3125} - \frac{66528 x^{5} \sin{\left(5 x \right)}}{15625} - \frac{66528 x^{4} \cos{\left(5 x \right)}}{15625} + \frac{266112 x^{3} \sin{\left(5 x \right)}}{78125} + \frac{798336 x^{2} \cos{\left(5 x \right)}}{390625} - \frac{1596672 x \sin{\left(5 x \right)}}{1953125} - \frac{1596672 \cos{\left(5 x \right)}}{9765625}
IBP_n11_cos_b06_06,11,cos,6,"Evaluate the indefinite integral.

\int x^{11} \cos(6x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{11} \sin{\left(6 x \right)}}{6} + \frac{11 x^{10} \cos{\left(6 x \right)}}{36} - \frac{55 x^{9} \sin{\left(6 x \right)}}{108} - \frac{55 x^{8} \cos{\left(6 x \right)}}{72} + \frac{55 x^{7} \sin{\left(6 x \right)}}{54} + \frac{385 x^{6} \cos{\left(6 x \right)}}{324} - \frac{385 x^{5} \sin{\left(6 x \right)}}{324} - \frac{1925 x^{4} \cos{\left(6 x \right)}}{1944} + \frac{1925 x^{3} \sin{\left(6 x \right)}}{2916} + \frac{1925 x^{2} \cos{\left(6 x \right)}}{5832} - \frac{1925 x \sin{\left(6 x \right)}}{17496} - \frac{1925 \cos{\left(6 x \right)}}{104976}
IBP_n11_cos_b04_07,11,cos,4,"Evaluate the indefinite integral.

\int x^{11} \cos(4x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{11} \sin{\left(4 x \right)}}{4} + \frac{11 x^{10} \cos{\left(4 x \right)}}{16} - \frac{55 x^{9} \sin{\left(4 x \right)}}{32} - \frac{495 x^{8} \cos{\left(4 x \right)}}{128} + \frac{495 x^{7} \sin{\left(4 x \right)}}{64} + \frac{3465 x^{6} \cos{\left(4 x \right)}}{256} - \frac{10395 x^{5} \sin{\left(4 x \right)}}{512} - \frac{51975 x^{4} \cos{\left(4 x \right)}}{2048} + \frac{51975 x^{3} \sin{\left(4 x \right)}}{2048} + \frac{155925 x^{2} \cos{\left(4 x \right)}}{8192} - \frac{155925 x \sin{\left(4 x \right)}}{16384} - \frac{155925 \cos{\left(4 x \right)}}{65536}
IBP_n11_cos_b10_08,11,cos,10,"Evaluate the indefinite integral.

\int x^{11} \cos(10x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{11} \sin{\left(10 x \right)}}{10} + \frac{11 x^{10} \cos{\left(10 x \right)}}{100} - \frac{11 x^{9} \sin{\left(10 x \right)}}{100} - \frac{99 x^{8} \cos{\left(10 x \right)}}{1000} + \frac{99 x^{7} \sin{\left(10 x \right)}}{1250} + \frac{693 x^{6} \cos{\left(10 x \right)}}{12500} - \frac{2079 x^{5} \sin{\left(10 x \right)}}{62500} - \frac{2079 x^{4} \cos{\left(10 x \right)}}{125000} + \frac{2079 x^{3} \sin{\left(10 x \right)}}{312500} + \frac{6237 x^{2} \cos{\left(10 x \right)}}{3125000} - \frac{6237 x \sin{\left(10 x \right)}}{15625000} - \frac{6237 \cos{\left(10 x \right)}}{156250000}
IBP_n11_cos_b08_09,11,cos,8,"Evaluate the indefinite integral.

\int x^{11} \cos(8x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{11} \sin{\left(8 x \right)}}{8} + \frac{11 x^{10} \cos{\left(8 x \right)}}{64} - \frac{55 x^{9} \sin{\left(8 x \right)}}{256} - \frac{495 x^{8} \cos{\left(8 x \right)}}{2048} + \frac{495 x^{7} \sin{\left(8 x \right)}}{2048} + \frac{3465 x^{6} \cos{\left(8 x \right)}}{16384} - \frac{10395 x^{5} \sin{\left(8 x \right)}}{65536} - \frac{51975 x^{4} \cos{\left(8 x \right)}}{524288} + \frac{51975 x^{3} \sin{\left(8 x \right)}}{1048576} + \frac{155925 x^{2} \cos{\left(8 x \right)}}{8388608} - \frac{155925 x \sin{\left(8 x \right)}}{33554432} - \frac{155925 \cos{\left(8 x \right)}}{268435456}
IBP_n12_sin_b05_00,12,sin,5,"Evaluate the indefinite integral.

\int x^{12} \sin(5x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{12} \cos{\left(5 x \right)}}{5} + \frac{12 x^{11} \sin{\left(5 x \right)}}{25} + \frac{132 x^{10} \cos{\left(5 x \right)}}{125} - \frac{264 x^{9} \sin{\left(5 x \right)}}{125} - \frac{2376 x^{8} \cos{\left(5 x \right)}}{625} + \frac{19008 x^{7} \sin{\left(5 x \right)}}{3125} + \frac{133056 x^{6} \cos{\left(5 x \right)}}{15625} - \frac{798336 x^{5} \sin{\left(5 x \right)}}{78125} - \frac{798336 x^{4} \cos{\left(5 x \right)}}{78125} + \frac{3193344 x^{3} \sin{\left(5 x \right)}}{390625} + \frac{9580032 x^{2} \cos{\left(5 x \right)}}{1953125} - \frac{19160064 x \sin{\left(5 x \right)}}{9765625} - \frac{19160064 \cos{\left(5 x \right)}}{48828125}
IBP_n12_sin_b02_01,12,sin,2,"Evaluate the indefinite integral.

\int x^{12} \sin(2x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{12} \cos{\left(2 x \right)}}{2} + 3 x^{11} \sin{\left(2 x \right)} + \frac{33 x^{10} \cos{\left(2 x \right)}}{2} - \frac{165 x^{9} \sin{\left(2 x \right)}}{2} - \frac{1485 x^{8} \cos{\left(2 x \right)}}{4} + 1485 x^{7} \sin{\left(2 x \right)} + \frac{10395 x^{6} \cos{\left(2 x \right)}}{2} - \frac{31185 x^{5} \sin{\left(2 x \right)}}{2} - \frac{155925 x^{4} \cos{\left(2 x \right)}}{4} + \frac{155925 x^{3} \sin{\left(2 x \right)}}{2} + \frac{467775 x^{2} \cos{\left(2 x \right)}}{4} - \frac{467775 x \sin{\left(2 x \right)}}{4} - \frac{467775 \cos{\left(2 x \right)}}{8}
IBP_n12_sin_b08_02,12,sin,8,"Evaluate the indefinite integral.

\int x^{12} \sin(8x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{12} \cos{\left(8 x \right)}}{8} + \frac{3 x^{11} \sin{\left(8 x \right)}}{16} + \frac{33 x^{10} \cos{\left(8 x \right)}}{128} - \frac{165 x^{9} \sin{\left(8 x \right)}}{512} - \frac{1485 x^{8} \cos{\left(8 x \right)}}{4096} + \frac{1485 x^{7} \sin{\left(8 x \right)}}{4096} + \frac{10395 x^{6} \cos{\left(8 x \right)}}{32768} - \frac{31185 x^{5} \sin{\left(8 x \right)}}{131072} - \frac{155925 x^{4} \cos{\left(8 x \right)}}{1048576} + \frac{155925 x^{3} \sin{\left(8 x \right)}}{2097152} + \frac{467775 x^{2} \cos{\left(8 x \right)}}{16777216} - \frac{467775 x \sin{\left(8 x \right)}}{67108864} - \frac{467775 \cos{\left(8 x \right)}}{536870912}
IBP_n12_sin_b07_03,12,sin,7,"Evaluate the indefinite integral.

\int x^{12} \sin(7x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{12} \cos{\left(7 x \right)}}{7} + \frac{12 x^{11} \sin{\left(7 x \right)}}{49} + \frac{132 x^{10} \cos{\left(7 x \right)}}{343} - \frac{1320 x^{9} \sin{\left(7 x \right)}}{2401} - \frac{11880 x^{8} \cos{\left(7 x \right)}}{16807} + \frac{95040 x^{7} \sin{\left(7 x \right)}}{117649} + \frac{95040 x^{6} \cos{\left(7 x \right)}}{117649} - \frac{570240 x^{5} \sin{\left(7 x \right)}}{823543} - \frac{2851200 x^{4} \cos{\left(7 x \right)}}{5764801} + \frac{11404800 x^{3} \sin{\left(7 x \right)}}{40353607} + \frac{34214400 x^{2} \cos{\left(7 x \right)}}{282475249} - \frac{68428800 x \sin{\left(7 x \right)}}{1977326743} - \frac{68428800 \cos{\left(7 x \right)}}{13841287201}
IBP_n12_sin_b01_04,12,sin,1,"Evaluate the indefinite integral.

\int x^{12} \sin(x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- x^{12} \cos{\left(x \right)} + 12 x^{11} \sin{\left(x \right)} + 132 x^{10} \cos{\left(x \right)} - 1320 x^{9} \sin{\left(x \right)} - 11880 x^{8} \cos{\left(x \right)} + 95040 x^{7} \sin{\left(x \right)} + 665280 x^{6} \cos{\left(x \right)} - 3991680 x^{5} \sin{\left(x \right)} - 19958400 x^{4} \cos{\left(x \right)} + 79833600 x^{3} \sin{\left(x \right)} + 239500800 x^{2} \cos{\left(x \right)} - 479001600 x \sin{\left(x \right)} - 479001600 \cos{\left(x \right)}
IBP_n12_sin_b09_05,12,sin,9,"Evaluate the indefinite integral.

\int x^{12} \sin(9x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{12} \cos{\left(9 x \right)}}{9} + \frac{4 x^{11} \sin{\left(9 x \right)}}{27} + \frac{44 x^{10} \cos{\left(9 x \right)}}{243} - \frac{440 x^{9} \sin{\left(9 x \right)}}{2187} - \frac{440 x^{8} \cos{\left(9 x \right)}}{2187} + \frac{3520 x^{7} \sin{\left(9 x \right)}}{19683} + \frac{24640 x^{6} \cos{\left(9 x \right)}}{177147} - \frac{49280 x^{5} \sin{\left(9 x \right)}}{531441} - \frac{246400 x^{4} \cos{\left(9 x \right)}}{4782969} + \frac{985600 x^{3} \sin{\left(9 x \right)}}{43046721} + \frac{985600 x^{2} \cos{\left(9 x \right)}}{129140163} - \frac{1971200 x \sin{\left(9 x \right)}}{1162261467} - \frac{1971200 \cos{\left(9 x \right)}}{10460353203}
IBP_n12_sin_b10_06,12,sin,10,"Evaluate the indefinite integral.

\int x^{12} \sin(10x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{12} \cos{\left(10 x \right)}}{10} + \frac{3 x^{11} \sin{\left(10 x \right)}}{25} + \frac{33 x^{10} \cos{\left(10 x \right)}}{250} - \frac{33 x^{9} \sin{\left(10 x \right)}}{250} - \frac{297 x^{8} \cos{\left(10 x \right)}}{2500} + \frac{297 x^{7} \sin{\left(10 x \right)}}{3125} + \frac{2079 x^{6} \cos{\left(10 x \right)}}{31250} - \frac{6237 x^{5} \sin{\left(10 x \right)}}{156250} - \frac{6237 x^{4} \cos{\left(10 x \right)}}{312500} + \frac{6237 x^{3} \sin{\left(10 x \right)}}{781250} + \frac{18711 x^{2} \cos{\left(10 x \right)}}{7812500} - \frac{18711 x \sin{\left(10 x \right)}}{39062500} - \frac{18711 \cos{\left(10 x \right)}}{390625000}
IBP_n12_sin_b03_07,12,sin,3,"Evaluate the indefinite integral.

\int x^{12} \sin(3x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{12} \cos{\left(3 x \right)}}{3} + \frac{4 x^{11} \sin{\left(3 x \right)}}{3} + \frac{44 x^{10} \cos{\left(3 x \right)}}{9} - \frac{440 x^{9} \sin{\left(3 x \right)}}{27} - \frac{440 x^{8} \cos{\left(3 x \right)}}{9} + \frac{3520 x^{7} \sin{\left(3 x \right)}}{27} + \frac{24640 x^{6} \cos{\left(3 x \right)}}{81} - \frac{49280 x^{5} \sin{\left(3 x \right)}}{81} - \frac{246400 x^{4} \cos{\left(3 x \right)}}{243} + \frac{985600 x^{3} \sin{\left(3 x \right)}}{729} + \frac{985600 x^{2} \cos{\left(3 x \right)}}{729} - \frac{1971200 x \sin{\left(3 x \right)}}{2187} - \frac{1971200 \cos{\left(3 x \right)}}{6561}
IBP_n12_sin_b04_08,12,sin,4,"Evaluate the indefinite integral.

\int x^{12} \sin(4x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{12} \cos{\left(4 x \right)}}{4} + \frac{3 x^{11} \sin{\left(4 x \right)}}{4} + \frac{33 x^{10} \cos{\left(4 x \right)}}{16} - \frac{165 x^{9} \sin{\left(4 x \right)}}{32} - \frac{1485 x^{8} \cos{\left(4 x \right)}}{128} + \frac{1485 x^{7} \sin{\left(4 x \right)}}{64} + \frac{10395 x^{6} \cos{\left(4 x \right)}}{256} - \frac{31185 x^{5} \sin{\left(4 x \right)}}{512} - \frac{155925 x^{4} \cos{\left(4 x \right)}}{2048} + \frac{155925 x^{3} \sin{\left(4 x \right)}}{2048} + \frac{467775 x^{2} \cos{\left(4 x \right)}}{8192} - \frac{467775 x \sin{\left(4 x \right)}}{16384} - \frac{467775 \cos{\left(4 x \right)}}{65536}
IBP_n12_sin_b06_09,12,sin,6,"Evaluate the indefinite integral.

\int x^{12} \sin(6x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{12} \cos{\left(6 x \right)}}{6} + \frac{x^{11} \sin{\left(6 x \right)}}{3} + \frac{11 x^{10} \cos{\left(6 x \right)}}{18} - \frac{55 x^{9} \sin{\left(6 x \right)}}{54} - \frac{55 x^{8} \cos{\left(6 x \right)}}{36} + \frac{55 x^{7} \sin{\left(6 x \right)}}{27} + \frac{385 x^{6} \cos{\left(6 x \right)}}{162} - \frac{385 x^{5} \sin{\left(6 x \right)}}{162} - \frac{1925 x^{4} \cos{\left(6 x \right)}}{972} + \frac{1925 x^{3} \sin{\left(6 x \right)}}{1458} + \frac{1925 x^{2} \cos{\left(6 x \right)}}{2916} - \frac{1925 x \sin{\left(6 x \right)}}{8748} - \frac{1925 \cos{\left(6 x \right)}}{52488}
IBP_n12_cos_b06_00,12,cos,6,"Evaluate the indefinite integral.

\int x^{12} \cos(6x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{12} \sin{\left(6 x \right)}}{6} + \frac{x^{11} \cos{\left(6 x \right)}}{3} - \frac{11 x^{10} \sin{\left(6 x \right)}}{18} - \frac{55 x^{9} \cos{\left(6 x \right)}}{54} + \frac{55 x^{8} \sin{\left(6 x \right)}}{36} + \frac{55 x^{7} \cos{\left(6 x \right)}}{27} - \frac{385 x^{6} \sin{\left(6 x \right)}}{162} - \frac{385 x^{5} \cos{\left(6 x \right)}}{162} + \frac{1925 x^{4} \sin{\left(6 x \right)}}{972} + \frac{1925 x^{3} \cos{\left(6 x \right)}}{1458} - \frac{1925 x^{2} \sin{\left(6 x \right)}}{2916} - \frac{1925 x \cos{\left(6 x \right)}}{8748} + \frac{1925 \sin{\left(6 x \right)}}{52488}
IBP_n12_cos_b03_01,12,cos,3,"Evaluate the indefinite integral.

\int x^{12} \cos(3x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{12} \sin{\left(3 x \right)}}{3} + \frac{4 x^{11} \cos{\left(3 x \right)}}{3} - \frac{44 x^{10} \sin{\left(3 x \right)}}{9} - \frac{440 x^{9} \cos{\left(3 x \right)}}{27} + \frac{440 x^{8} \sin{\left(3 x \right)}}{9} + \frac{3520 x^{7} \cos{\left(3 x \right)}}{27} - \frac{24640 x^{6} \sin{\left(3 x \right)}}{81} - \frac{49280 x^{5} \cos{\left(3 x \right)}}{81} + \frac{246400 x^{4} \sin{\left(3 x \right)}}{243} + \frac{985600 x^{3} \cos{\left(3 x \right)}}{729} - \frac{985600 x^{2} \sin{\left(3 x \right)}}{729} - \frac{1971200 x \cos{\left(3 x \right)}}{2187} + \frac{1971200 \sin{\left(3 x \right)}}{6561}
IBP_n12_cos_b07_02,12,cos,7,"Evaluate the indefinite integral.

\int x^{12} \cos(7x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{12} \sin{\left(7 x \right)}}{7} + \frac{12 x^{11} \cos{\left(7 x \right)}}{49} - \frac{132 x^{10} \sin{\left(7 x \right)}}{343} - \frac{1320 x^{9} \cos{\left(7 x \right)}}{2401} + \frac{11880 x^{8} \sin{\left(7 x \right)}}{16807} + \frac{95040 x^{7} \cos{\left(7 x \right)}}{117649} - \frac{95040 x^{6} \sin{\left(7 x \right)}}{117649} - \frac{570240 x^{5} \cos{\left(7 x \right)}}{823543} + \frac{2851200 x^{4} \sin{\left(7 x \right)}}{5764801} + \frac{11404800 x^{3} \cos{\left(7 x \right)}}{40353607} - \frac{34214400 x^{2} \sin{\left(7 x \right)}}{282475249} - \frac{68428800 x \cos{\left(7 x \right)}}{1977326743} + \frac{68428800 \sin{\left(7 x \right)}}{13841287201}
IBP_n12_cos_b08_03,12,cos,8,"Evaluate the indefinite integral.

\int x^{12} \cos(8x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{12} \sin{\left(8 x \right)}}{8} + \frac{3 x^{11} \cos{\left(8 x \right)}}{16} - \frac{33 x^{10} \sin{\left(8 x \right)}}{128} - \frac{165 x^{9} \cos{\left(8 x \right)}}{512} + \frac{1485 x^{8} \sin{\left(8 x \right)}}{4096} + \frac{1485 x^{7} \cos{\left(8 x \right)}}{4096} - \frac{10395 x^{6} \sin{\left(8 x \right)}}{32768} - \frac{31185 x^{5} \cos{\left(8 x \right)}}{131072} + \frac{155925 x^{4} \sin{\left(8 x \right)}}{1048576} + \frac{155925 x^{3} \cos{\left(8 x \right)}}{2097152} - \frac{467775 x^{2} \sin{\left(8 x \right)}}{16777216} - \frac{467775 x \cos{\left(8 x \right)}}{67108864} + \frac{467775 \sin{\left(8 x \right)}}{536870912}
IBP_n12_cos_b10_04,12,cos,10,"Evaluate the indefinite integral.

\int x^{12} \cos(10x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{12} \sin{\left(10 x \right)}}{10} + \frac{3 x^{11} \cos{\left(10 x \right)}}{25} - \frac{33 x^{10} \sin{\left(10 x \right)}}{250} - \frac{33 x^{9} \cos{\left(10 x \right)}}{250} + \frac{297 x^{8} \sin{\left(10 x \right)}}{2500} + \frac{297 x^{7} \cos{\left(10 x \right)}}{3125} - \frac{2079 x^{6} \sin{\left(10 x \right)}}{31250} - \frac{6237 x^{5} \cos{\left(10 x \right)}}{156250} + \frac{6237 x^{4} \sin{\left(10 x \right)}}{312500} + \frac{6237 x^{3} \cos{\left(10 x \right)}}{781250} - \frac{18711 x^{2} \sin{\left(10 x \right)}}{7812500} - \frac{18711 x \cos{\left(10 x \right)}}{39062500} + \frac{18711 \sin{\left(10 x \right)}}{390625000}
IBP_n12_cos_b01_05,12,cos,1,"Evaluate the indefinite integral.

\int x^{12} \cos(x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",x^{12} \sin{\left(x \right)} + 12 x^{11} \cos{\left(x \right)} - 132 x^{10} \sin{\left(x \right)} - 1320 x^{9} \cos{\left(x \right)} + 11880 x^{8} \sin{\left(x \right)} + 95040 x^{7} \cos{\left(x \right)} - 665280 x^{6} \sin{\left(x \right)} - 3991680 x^{5} \cos{\left(x \right)} + 19958400 x^{4} \sin{\left(x \right)} + 79833600 x^{3} \cos{\left(x \right)} - 239500800 x^{2} \sin{\left(x \right)} - 479001600 x \cos{\left(x \right)} + 479001600 \sin{\left(x \right)}
